,article_id,comments,published,title,type,url
3948,739853.0,0.0,2017-01-13,Lenkerin bei Frontalkollision in Oberentfelden AG verletzt,newswire,http://www.tageswoche.ch/de/2017_2/schweiz/739853/lenkerin-bei-frontalkollision-in-oberentfelden-ag-verletzt.htm
3949,739854.0,0.0,2017-01-13,Neun Verletzte bei schwerem Unfall mit Linienbus in Hamburg,newswire,http://www.tageswoche.ch/de/2017_2/international/739854/neun-verletzte-bei-schwerem-unfall-mit-linienbus-in-hamburg.htm
3950,739855.0,0.0,2017-01-13,Ständeratskommission lässt Reform des Initiativrechts fallen,newswire,http://www.tageswoche.ch/de/2017_2/schweiz/739855/staenderatskommission-laesst-reform-des-initiativrechts-fallen.htm
3951,739856.0,0.0,2017-01-13,91-jährige Aargauerin bei Kollision mit Lieferwagen schwer verletzt,newswire,http://www.tageswoche.ch/de/2017_2/basel/739856/91-jaehrige-aargauerin-bei-kollision-mit-lieferwagen-schwer-verletzt.htm
3952,739857.0,0.0,2017-01-13,Früherer Schwager der Queen gestorben,newswire,http://www.tageswoche.ch/de/2017_2/international/739857/frueherer-schwager-der-queen-gestorben.htm
3953,739858.0,0.0,2017-01-13,Jetzt reichts – Passagiere stoppen Schnellzug per Schienenblockade,newswire,http://www.tageswoche.ch/de/2017_2/international/739858/jetzt-reichts-passagiere-stoppen-schnellzug-per-schienenblockade.htm
3954,739859.0,0.0,2017-01-13,US-Botschafterin Power: Zum Abschied frustriert von UNO,newswire,http://www.tageswoche.ch/de/2017_2/international/739859/us-botschafterin-power-zum-abschied-frustriert-von-uno.htm
3955,739860.0,0.0,2017-01-13,Schweizer Handballer unterliegen knapp Tschechien,newswire,http://www.tageswoche.ch/de/2017_2/sport/739860/schweizer-handballer-unterliegen-knapp-tschechien.htm
3956,739861.0,0.0,2017-01-13,Fahrer bei Selbstunfall eines Sattelmotorfahrzeugs verletzt,newswire,http://www.tageswoche.ch/de/2017_2/schweiz/739861/fahrer-bei-selbstunfall-eines-sattelmotorfahrzeugs-verletzt.htm
3957,739863.0,0.0,2017-01-13,Niels Hintermann: «Skifahren wurde mir in die Wiege gelegt»,newswire,http://www.tageswoche.ch/de/2017_2/sport/739863/niels-hintermann-skifahren-wurde-mir-in-die-wiege-gelegt.htm
