,article_id,published,title,type,url
0,392484.0,2012-02-21,Vermehrte Kritik an Joachim Gauck,newswire,http://www.tageswoche.ch/de/2012_07/international/392484/vermehrte-kritik-an-joachim-gauck.htm
0,392919.0,2012-02-24,Warum wir Skilager brauchen ,news,http://www.tageswoche.ch/de/2012_08/basel/392919/warum-wir-skilager-brauchen.htm
0,393349.0,2012-02-24,Beizen-Geheimtipps für die Basler Fasnacht,news,http://www.tageswoche.ch/de/2012_08/basel/393349/beizen-geheimtipps-fuer-die-basler-fasnacht.htm
0,393363.0,2012-02-23,Sandra Hughes gewinnt Literaturpreis,news,http://www.tageswoche.ch/de/2012_07/kultur/393363/sandra-hughes-gewinnt-literaturpreis.htm
0,398998.0,2012-02-26,10 Tipps für den Morgestraichschwips,news,http://www.tageswoche.ch/de/2012_08/kultur/398998/10-tipps-fuer-den-morgestraichschwips.htm
0,399008.0,2012-02-24,Der Traum vom 400-Meter-Flug,news,http://www.tageswoche.ch/de/2012_07/sport/399008/der-traum-vom-400-meter-flug.htm
0,399476.0,2012-02-24,Fasnacht: Das Wetter meint es gut,news,http://www.tageswoche.ch/de/2012_08/basel/399476/fasnacht-das-wetter-meint-es-gut.htm
0,400069.0,2012-02-27,«Das isch s'Adrenalin»,news,http://www.tageswoche.ch/de/2012_08/basel/400069/das-isch-s-adrenalin.htm
0,400077.0,2012-03-02,Kultwerk #19: Der Lauf der Dinge,news,http://www.tageswoche.ch/de/2012_09/kultur/400077/kultwerk-19-der-lauf-der-dinge.htm
0,400086.0,2012-02-28,Wie die Fasnacht zur Künstlerlarve kam,news,http://www.tageswoche.ch/de/2012_08/kultur/400086/wie-die-fasnacht-zur-kuenstlerlarve-kam.htm
0,401112.0,2012-03-02,«Am Shift Festival werde ich festhalten» ,news,http://www.tageswoche.ch/de/2012_09/kultur/401112/am-shift-festival-werde-ich-festhalten.htm
0,403406.0,2012-03-04,Xavier Koller: «Es gibt keine Schweizer Liebesfilme»,news,http://www.tageswoche.ch/de/2012_09/kultur/403406/xavier-koller-es-gibt-keine-schweizer-liebesfilme.htm
0,404253.0,2012-03-09,Die Krankmacher ,news,http://www.tageswoche.ch/de/2012_10/schweiz/404253/die-krankmacher.htm
0,404294.0,2012-03-05,Still und leise: Neue Birsbrücke ist offen,news,http://www.tageswoche.ch/de/2012_09/basel/404294/still-und-leise-neue-birsbruecke-ist-offen.htm
0,404298.0,2012-03-09,Endstation Grenze,news,http://www.tageswoche.ch/de/2012_10/basel/404298/endstation-grenze.htm
0,404299.0,2012-03-09,«Kritik lässt mich nie kalt»,news,http://www.tageswoche.ch/de/2012_10/kultur/404299/kritik-laesst-mich-nie-kalt.htm
0,404301.0,2012-03-09,Vom Mahnmal zum Kinderschreck,news,http://www.tageswoche.ch/de/2012_10/kultur/404301/vom-mahnmal-zum-kinderschreck.htm
0,404959.0,2012-03-06,Nimmergrün,news,http://www.tageswoche.ch/de/2012_09/basel/404959/nimmergruen.htm
