,article_id,published,type,Seite,Seitenaufrufe,Einzelne Seitenaufrufe,Durchschn Besuchszeit auf Seite,Einstiege,Absprungrate,% Ausstiege,Seitenwert,section
3093,682830.0,2015-03-14,news,kultur/682830,11.0,11.0,00:00:00,11.0,"100,00 %","100,00 %","0,00 CHF",kultur
3094,683886.0,2015-03-26,news,basel/683886,11.0,11.0,00:00:29,10.0,"80,00 %","72,73 %","0,00 CHF",basel
3095,685480.0,2015-04-15,news,basel/685480,11.0,9.0,00:03:00,6.0,"83,33 %","54,55 %","0,00 CHF",basel
3096,685905.0,2015-04-21,news,kultur/685905,11.0,9.0,00:00:22,9.0,"77,78 %","81,82 %","0,00 CHF",kultur
3097,686002.0,2015-04-21,news,kultur/686002,11.0,9.0,00:01:10,7.0,"85,71 %","63,64 %","0,00 CHF",kultur
3098,686538.0,2015-04-27,news,basel/686538,11.0,9.0,00:02:41,6.0,"66,67 %","36,36 %","0,00 CHF",basel
3099,686699.0,2015-04-29,news,schweiz/686699,11.0,10.0,00:00:34,9.0,"88,89 %","90,91 %","0,00 CHF",schweiz
3100,686907.0,2015-05-02,news,schweiz/686907,11.0,11.0,00:00:00,11.0,"100,00 %","100,00 %","0,00 CHF",schweiz
3101,687717.0,2015-05-12,news,kultur/687717,11.0,10.0,00:01:58,7.0,"85,71 %","72,73 %","0,00 CHF",kultur
3102,687815.0,2015-05-19,news,leben/687815,11.0,10.0,00:01:10,9.0,"88,89 %","81,82 %","0,00 CHF",leben
3103,688381.0,2015-05-24,news,international/688381,11.0,11.0,00:14:55,9.0,"88,89 %","72,73 %","0,00 CHF",international
3104,688797.0,2015-05-23,news,international/688797,11.0,11.0,00:00:00,9.0,"100,00 %","100,00 %","0,00 CHF",international
3105,688489.0,2015-05-21,news,schweiz/688489,11.0,11.0,00:00:13,11.0,"90,91 %","90,91 %","0,00 CHF",schweiz
3106,688499.0,2015-12-31,news,sport/688499,11.0,11.0,00:00:00,11.0,"100,00 %","100,00 %","0,00 CHF",sport
3107,689751.0,2015-06-05,news,leben/689751,11.0,9.0,00:01:40,9.0,"77,78 %","81,82 %","0,00 CHF",leben
3108,692558.0,2015-07-03,news,basel/692558,11.0,11.0,00:01:22,9.0,"88,89 %","81,82 %","0,00 CHF",basel
3109,692273.0,2015-07-02,news,kultur/692273,11.0,8.0,00:00:22,6.0,"50,00 %","63,64 %","0,00 CHF",kultur
3110,692242.0,2015-07-02,news,leben/692242,11.0,8.0,00:10:36,8.0,"62,50 %","72,73 %","0,00 CHF",leben
3111,693582.0,2015-07-17,news,basel/693582,11.0,10.0,00:00:47,9.0,"100,00 %","90,91 %","0,00 CHF",basel
3112,693664.0,2015-07-17,newswire,international/693664,11.0,9.0,00:03:15,9.0,"77,78 %","81,82 %","0,00 CHF",international
3113,693899.0,2015-07-22,news,basel/693899,11.0,11.0,00:01:50,9.0,"77,78 %","72,73 %","0,00 CHF",basel
3114,695386.0,2015-08-07,news,basel/695386,11.0,11.0,00:12:38,9.0,"100,00 %","81,82 %","0,00 CHF",basel
3115,695104.0,2015-08-04,news,kultur/695104,11.0,11.0,00:00:00,11.0,"100,00 %","100,00 %","0,00 CHF",kultur
3116,696506.0,2015-08-21,news,sport/696506,11.0,10.0,00:06:02,9.0,"88,89 %","90,91 %","0,00 CHF",sport
3117,697458.0,2015-09-07,news,basel/697458,11.0,10.0,00:10:16,7.0,"71,43 %","81,82 %","0,00 CHF",basel
3118,697631.0,2015-09-03,news,basel/697631,11.0,4.0,00:00:59,0.0,"0,00 %","9,09 %","0,00 CHF",basel
3119,697733.0,2015-09-04,news,schweiz/697733,11.0,7.0,00:11:04,7.0,"85,71 %","63,64 %","0,00 CHF",schweiz
3120,697725.0,2015-09-04,news,sport/697725,11.0,9.0,00:00:36,8.0,"87,50 %","81,82 %","0,00 CHF",sport
3121,698924.0,2015-09-18,news,basel/698924,11.0,10.0,00:03:05,7.0,"71,43 %","63,64 %","0,00 CHF",basel
3122,699302.0,2015-10-04,news,international/699302,11.0,8.0,00:00:31,8.0,"75,00 %","72,73 %","0,00 CHF",international
3123,698540.0,2015-09-25,news,leben/698540,11.0,7.0,00:00:25,7.0,"71,43 %","54,55 %","0,00 CHF",leben
3124,700913.0,2015-10-16,news,kultur/700913,11.0,11.0,00:00:00,11.0,"100,00 %","100,00 %","0,00 CHF",kultur
3125,702183.0,2015-10-28,news,basel/702183,11.0,10.0,00:08:35,7.0,"85,71 %","72,73 %","0,00 CHF",basel
3126,702501.0,2015-11-02,news,international/702501,11.0,10.0,00:01:08,9.0,"100,00 %","90,91 %","0,00 CHF",international
3127,703445.0,2015-11-13,news,kultur/703445,11.0,10.0,00:08:08,8.0,"62,50 %","54,55 %","0,00 CHF",kultur
3128,703653.0,2015-11-13,news,leben/703653,11.0,10.0,00:11:55,10.0,"90,00 %","90,91 %","0,00 CHF",leben
3129,705532.0,2015-12-04,news,basel/705532,11.0,11.0,00:01:34,5.0,"100,00 %","81,82 %","0,00 CHF",basel
3130,705832.0,2015-12-08,news,basel/705832,11.0,9.0,00:03:50,9.0,"88,89 %","81,82 %","0,00 CHF",basel
3131,706494.0,2015-12-15,news,basel/706494,11.0,10.0,00:08:59,7.0,"85,71 %","72,73 %","0,00 CHF",basel
3132,713109.0,2016-03-03,news,basel/713109,11.0,8.0,00:02:40,8.0,"75,00 %","54,55 %","0,00 CHF",basel
3133,715665.0,2016-04-03,news,international/715665,11.0,10.0,00:00:03,10.0,"90,00 %","90,91 %","0,00 CHF",international
