,topic_id,count,pageviews,average,median,min,max,level0,level1,level2,level3,title
276,288,173,157463,910.1907514450867,282.0,22,14103,Politik,_Themen,Migration,,Migration
277,45,74,66741,901.9054054054054,533.5,59,10867,Kino,,,,Kino
278,175,46,41464,901.3913043478261,544.0,33,4931,Lifestyle,Reisen,,,Reisen
279,265,65,58291,896.7846153846153,191.0,23,30947,Unglücksfälle und Verbrechen,Terrorismus,,,Terrorismus
280,628,13,11593,891.7692307692307,529.0,55,3504,_Textformen & feste Rubriken,Editorial,,,Editorial
281,600,46,40782,886.5652173913044,430.0,66,12908,_Textformen & feste Rubriken,Wochenendlich,,,Wochenendlich
282,840,20,17620,881.0,351.5,31,3867,Krieg,,,,Krieg
283,232,29,25412,876.2758620689655,211.0,24,7540,_Länder,Europa,Russland,,Russland
284,625,25,21882,875.28,507.0,52,3355,Gesellschaft,Gleichstellung,,,Gleichstellung
285,219,73,63807,874.068493150685,353.0,37,11979,Umwelt & Natur,,,,Umwelt & Natur
286,758,38,32453,854.0263157894736,419.5,30,5621,Digital,Games,,,Games
287,214,14,11923,851.6428571428571,536.0,123,2951,Verkehr,Öffentlicher Verkehr,TNW,,TNW
288,483,7,5869,838.4285714285714,157.0,26,4690,Politik,Schweizerische Nationalbank,,,Schweizerische Nationalbank
289,505,12,10058,838.1666666666666,218.0,35,6330,Verkehr,Flugverkehr,,,Flugverkehr
290,1026,7,5733,819.0,700.0,480,1184,Kultur,Museen,Skurrile Museen,,Skurrile Museen
291,618,20,16282,814.1,396.5,68,3908,Politik,_Themen,Krankenkassen,,Krankenkassen
292,310,4,3242,810.5,821.0,340,1260,_Firmen,Migros,,,Migros
