,article_id,published,type
198,727416.0,2016-08-22,news
199,727174.0,2016-08-16,news
200,469385.0,2012-10-10,news
201,726105.0,2016-08-03,news
202,727434.0,2016-08-19,news
203,727809.0,2016-08-22,news
204,727953.0,2016-08-24,news
205,726100.0,2016-08-03,news
206,726831.0,2016-08-11,news
207,726719.0,2016-08-10,newswire
208,688737.0,2015-05-26,news
209,726436.0,2016-08-08,news
210,728185.0,2016-08-26,news
211,726515.0,2016-08-08,newswire
212,700145.0,2015-10-03,news
213,727254.0,2016-08-16,news
214,727308.0,2016-08-17,news
215,727834.0,2016-08-22,news
216,726007.0,2016-08-02,news
217,660432.0,2014-06-06,news
218,726517.0,2016-08-08,news
219,556692.0,2013-07-02,news
220,719794.0,2016-05-20,news
221,725884.0,2016-07-31,newswire
222,726545.0,2016-08-13,news
223,728528.0,2016-08-30,newswire
224,435794.0,2012-07-09,news
225,726662.0,2016-08-10,news
226,694832.0,2015-08-07,news
227,725966.0,2016-08-01,news
228,727334.0,2016-08-16,newswire
229,727992.0,2016-08-24,news
230,728130.0,2016-08-26,news
231,727896.0,2016-08-23,newswire
232,727368.0,2016-08-18,news
233,728443.0,2016-08-30,news
234,727029.0,2016-08-14,news
235,715628.0,2016-04-03,news
236,727210.0,2016-08-21,news
237,722289.0,2016-06-16,newswire
238,725295.0,2016-07-22,news
239,728205.0,2016-08-26,news
240,726148.0,2016-08-03,newswire
241,727578.0,2016-08-19,news
242,714998.0,2016-03-26,news
243,727936.0,2016-08-23,news
244,695641.0,2015-08-21,news
245,726315.0,2016-08-06,news
246,726190.0,2016-08-04,news
247,728224.0,2016-08-28,news
248,717511.0,2016-04-23,news
249,725826.0,2016-07-29,news
250,727394.0,2016-08-18,news
251,693050.0,2015-07-09,newswire
252,727501.0,2016-08-18,news
253,727156.0,2016-08-15,news
254,727370.0,2016-08-17,news
255,727610.0,2016-08-21,news
256,727913.0,2016-08-25,news
257,700059.0,2015-10-02,news
258,728539.0,2016-08-30,news
259,728119.0,2016-08-25,news
260,725275.0,2016-07-26,news
261,721614.0,2016-06-09,news
262,725525.0,2016-08-01,news
263,726191.0,2016-08-05,news
264,725974.0,2016-08-02,news
265,727533.0,2016-08-18,news
266,726693.0,2016-08-10,news
267,690411.0,2015-06-13,news
268,727982.0,2016-08-24,newswire
269,726917.0,2016-08-12,news
270,727288.0,2016-08-16,news
271,681350.0,2015-02-24,news
272,727750.0,2016-08-21,newswire
273,442541.0,2012-07-26,news
274,721458.0,2016-06-20,news
275,725523.0,2016-07-30,news
276,728513.0,2016-08-30,newswire
277,726834.0,2016-08-12,news
278,727050.0,2016-08-13,newswire
279,726297.0,2016-08-05,news
280,727020.0,2016-08-13,news
281,435756.0,2012-07-13,news
282,728194.0,2016-08-26,newswire
283,587799.0,2013-10-07,news
284,727593.0,2016-08-19,news
285,713146.0,2016-03-07,news
286,726360.0,2016-08-06,newswire
287,726175.0,2016-08-04,newswire
288,727087.0,2016-08-14,newswire
289,726717.0,2016-08-11,news
290,713045.0,2016-03-02,news
291,726233.0,2016-08-04,news
292,726594.0,2016-08-09,news
293,726936.0,2016-08-12,newswire
294,727565.0,2016-08-19,newswire
295,727843.0,2016-08-22,news
296,669021.0,2014-09-28,news
297,726085.0,2016-08-03,newswire
298,724157.0,2016-07-20,news
299,726186.0,2016-08-04,newswire
300,726252.0,2016-08-09,news
301,722807.0,2016-06-23,news
302,725898.0,2016-07-31,news
303,726760.0,2016-08-12,news
304,726950.0,2016-08-16,news
305,727839.0,2016-08-22,newswire
306,727575.0,2016-08-19,news
307,717942.0,2016-04-28,newswire
308,725476.0,2016-08-20,news
309,726858.0,2016-08-15,news
310,701709.0,2016-08-10,news
311,722999.0,2016-06-27,news
312,726046.0,2016-08-04,news
313,727179.0,2016-08-15,newswire
314,442804.0,2012-07-26,news
315,726425.0,2016-08-07,newswire
316,726061.0,2016-08-02,newswire
317,726699.0,2016-08-10,news
318,569747.0,2013-08-15,news
319,410856.0,2012-03-30,news
320,488247.0,2012-12-06,news
321,728541.0,2016-08-30,newswire
322,726062.0,2016-08-02,newswire
323,726030.0,2016-08-02,newswire
324,726040.0,2016-08-03,news
325,727978.0,2016-08-24,newswire
326,693355.0,2015-07-14,news
327,611082.0,2013-11-28,news
328,481307.0,2012-11-14,news
329,560223.0,2013-07-15,news
330,727470.0,2016-08-18,news
331,724751.0,2016-07-15,news
332,704845.0,2015-11-30,news
333,726490.0,2016-08-08,news
334,726261.0,2016-08-05,news
335,557001.0,2013-07-03,news
336,723646.0,2016-07-01,news
337,727826.0,2016-08-29,news
338,726931.0,2016-08-12,newswire
339,727194.0,2016-08-16,news
340,728217.0,2016-08-27,news
341,725725.0,2016-07-28,news
342,726416.0,2016-08-07,newswire
343,726806.0,2016-08-11,newswire
344,726933.0,2016-08-12,news
345,726968.0,2016-08-12,newswire
346,574057.0,2013-08-30,news
347,468720.0,2012-10-12,news
348,722455.0,2016-06-18,news
349,659653.0,2014-05-28,news
350,728479.0,2016-08-30,news
351,727921.0,2016-08-23,newswire
352,728190.0,2016-08-26,news
353,728579.0,2016-08-31,newswire
354,727504.0,2016-08-20,news
355,726701.0,2016-08-10,news
356,724438.0,2016-07-12,news
357,727994.0,2016-08-24,news
358,728438.0,2016-08-29,newswire
359,670284.0,2014-10-12,news
360,725531.0,2016-07-31,news
361,727526.0,2016-08-18,newswire
362,727430.0,2016-08-18,news
363,725987.0,2016-08-02,news
364,727393.0,2016-08-20,news
365,571302.0,2013-08-24,news
366,726890.0,2016-08-12,news
367,561113.0,2013-07-17,news
368,726122.0,2016-08-03,newswire
369,726848.0,2016-08-11,newswire
370,728583.0,2016-08-31,news
371,728120.0,2016-08-27,news
372,724533.0,2016-07-13,news
373,728015.0,2016-08-24,newswire
374,726288.0,2016-08-05,news
375,727685.0,2016-08-20,newswire
376,728058.0,2016-08-24,newswire
377,727358.0,2016-08-17,news
378,726651.0,2016-08-09,newswire
379,724447.0,2016-07-12,news
380,725196.0,2016-07-21,news
381,728230.0,2016-08-26,newswire
382,542617.0,2013-05-16,news
383,725706.0,2016-07-29,news
384,726712.0,2016-08-12,news
385,728016.0,2016-08-25,news
386,725477.0,2016-07-27,news
387,727792.0,2016-08-22,newswire
388,727830.0,2016-08-22,newswire
389,728319.0,2016-08-28,newswire
390,725647.0,2016-07-28,news
391,727864.0,2016-08-22,newswire
392,722786.0,2016-06-25,news
393,728262.0,2016-08-27,newswire
394,696254.0,2015-08-18,news
395,728085.0,2016-08-25,news
396,727671.0,2016-08-20,newswire
397,728294.0,2016-08-27,newswire
398,685960.0,2015-04-21,news
399,728235.0,2016-08-26,newswire
400,728060.0,2016-08-25,news
401,728133.0,2016-08-25,news
402,725989.0,2016-08-13,news
403,554069.0,2013-06-24,news
404,724625.0,2016-07-20,news
405,647258.0,2014-03-06,news
406,425520.0,2012-05-25,news
407,701798.0,2015-10-27,news
408,697360.0,2015-08-31,news
409,726201.0,2016-08-04,newswire
410,728138.0,2016-08-25,news
411,445009.0,2012-08-03,news
412,693453.0,2015-07-15,news
413,726954.0,2016-08-12,news
414,728182.0,2016-08-26,news
415,726102.0,2016-08-03,newswire
416,726811.0,2016-08-11,news
417,728518.0,2016-08-30,news
418,728440.0,2016-08-29,newswire
419,723209.0,2016-06-27,news
420,728341.0,2016-08-28,newswire
421,725815.0,2016-07-29,news
422,719066.0,2016-05-12,news
