,topic_id,level0,level1,level2,level3,title
178,424,Sport,Ski alpin,,,Ski alpin
179,425,_Länder,Afrika,Mali,,Mali
180,426,Wirtschaft,Milchmarkt,,,Milchmarkt
181,427,Gesellschaft,Suizid,,,Suizid
182,428,_Firmen,Ricola,,,Ricola
183,429,_Zeitgeschichte,Stuttgart 21,,,Stuttgart 21
184,431,Sport,Pferdesport,,,Pferdesport
185,436,Medien,Bilanz,,,Bilanz
186,437,Umwelt & Natur,Altlasten,,,Altlasten
187,438,Umwelt & Natur,Giftmüll,,,Giftmüll
188,439,_Länder,Asien,Tibet,,Tibet
189,440,Gesellschaft,Sekten,,,Sekten
190,443,Sport,Radsport,,,Radsport
191,444,_Personen,Pierre-Yves Maillard,,,Pierre-Yves Maillard
192,445,_Firmen,Swisscom,,,Swisscom
193,446,_Firmen,Sunrise,,,Sunrise
194,447,Wirtschaft,Telekommunikation,,,Telekommunikation
195,448,_Länder,Europa,Island,,Island
196,450,_Länder,Afrika,Kongo,,Kongo
197,452,_Personen,Hansjörg Walter,,,Hansjörg Walter
198,456,Energie,Atomkraft,,,Atomkraft
199,457,Sport,Orientierungslauf,,,Orientierungslauf
200,459,Digital,Wikileaks,,,Wikileaks
201,460,_Personen,Julian Assange,,,Julian Assange
202,461,_Länder,Nordamerika,Kanada,,Kanada
203,462,Umwelt & Natur,Gentech,,,Gentech
204,463,_Länder,Asien,Philippinen,,Philippinen
205,464,_Länder,Europa,Tschechien,,Tschechien
206,467,Politik,_Themen,Sozialwerke,Invalidenversicherung,Invalidenversicherung
207,470,Politik,_Themen,Sozialwerke,Arbeitslosenversicherung,Arbeitslosenversicherung
208,472,Wetter,,,,Wetter
209,480,_Länder,Asien,Nordkorea,,Nordkorea
210,481,_Länder,Afrika,Somalia,,Somalia
211,485,Sport,Schach,,,Schach
212,486,_Personen,Philipp Hildebrand,,,Philipp Hildebrand
213,487,_Länder,Südamerika,Haiti,,Haiti
214,488,_Jahreszeiten,,,,_Jahreszeiten
215,489,_Jahreszeiten,Winter,,,Winter
216,490,_Jahreszeiten,Frühling,,,Frühling
217,492,_Jahreszeiten,Herbst,,,Herbst
218,493,_Personen,Dario Cologna,,,Dario Cologna
219,495,Unglücksfälle und Verbrechen,,,,Unglücksfälle und Verbrechen
220,497,_Firmen,Nestlé,,,Nestlé
221,498,_Zeitgeschichte,WEF,,,WEF
222,499,Unglücksfälle und Verbrechen,Brand,,,Brand
223,500,Gesellschaft,Jugendschutz,,,Jugendschutz
224,506,_Länder,Südamerika,Kuba,,Kuba
225,508,Lokales,EuroAirport,,,EuroAirport
226,509,Politik,Internationale Organisationen,,,Internationale Organisationen
227,510,Politik,Internationale Organisationen,UNO,,UNO
228,511,Politik,Internationale Organisationen,Weltbank,,Weltbank
229,512,_Personen,Nicolas Sarkozy,,,Nicolas Sarkozy
230,516,Sport,Motorsport,,,Motorsport
231,517,Sport,Formel 1,,,Formel 1
232,518,_Länder,Südamerika,Brasilien,,Brasilien
233,524,Sport,Doping,,,Doping
234,526,_Länder,Afrika,Mosambik,,Mosambik
235,528,Umwelt & Natur,Abfall,,,Abfall
236,529,Sport,Eiskunstlauf,,,Eiskunstlauf
237,530,Lokales,Zoo Basel,,,Zoo Basel
238,531,_Firmen,Clariant,,,Clariant
239,533,Sport,Snowboard,,,Snowboard
240,534,Gesellschaft,Sterbehilfe,,,Sterbehilfe
241,536,_Textformen & feste Rubriken,,,,_Textformen & feste Rubriken
242,541,_Personen,Wladimir Putin,,,Wladimir Putin
243,543,Medien,20 Minuten,,,20 Minuten
244,547,Wirtschaft,Uhrenindustrie,,,Uhrenindustrie
245,548,Wirtschaft,Maschinenindustrie,,,Maschinenindustrie
246,551,_Personen,Rudolf Rechsteiner,,,Rudolf Rechsteiner
247,552,Sport,Biathlon,,,Biathlon
248,553,Unglücksfälle und Verbrechen,Cyberkriminalität,,,Cyberkriminalität
249,556,_Feiertage,Ostern,,,Ostern
250,558,_Feiertage,Silvester,,,Silvester
251,561,_Zeitgeschichte,,,,_Zeitgeschichte
252,562,Politik,_Themen,,,_Themen
253,564,Energie,Erneuerbare Energien,,,Erneuerbare Energien
254,565,Unglücksfälle und Verbrechen,Überschwemmungen,,,Überschwemmungen
255,566,Politik,Internationale Organisationen,Nato,,Nato
256,575,Naturereignisse,,,,Naturereignisse
257,585,Sport,Badminton,,,Badminton
258,586,_Firmen,Apple,,,Apple
259,587,Lifestyle,Heimelektronik,,,Heimelektronik
260,589,_Textformen & feste Rubriken,Community,,,Community
261,590,Sport,Rugby,,,Rugby
262,591,_Personen,Herzog & de Meuron,,,Herzog & de Meuron
263,592,Sport,Curling,,,Curling
264,594,_Personen,Martin Lüchinger,,,Martin Lüchinger
265,597,Sport,Golf,,,Golf
266,599,Politik,_Parteien,Piratenpartei,,Piratenpartei
267,601,_Textformen & feste Rubriken,Wochengedicht,,,Wochengedicht
268,602,_Textformen & feste Rubriken,Fotoarchiv Kurt Wyss,,,Fotoarchiv Kurt Wyss
269,603,_Textformen & feste Rubriken,Malenas Welt,,,Malenas Welt
270,605,_Textformen & feste Rubriken,Kultwerk,,,Kultwerk
271,606,_Textformen & feste Rubriken,Gefordert,,,Gefordert
272,607,Sport,Olympische Spiele,Olympische Spiele 2012,,Olympische Spiele 2012
273,609,Sport,Fussball,Euro 2012,,Euro 2012
274,610,_Länder,Asien,Aserbaidschan,,Aserbaidschan
275,612,_Zeitgeschichte,Eurokrise,,,Eurokrise
276,613,Sport,Rudern,,,Rudern
277,614,Sport,Fechten,,,Fechten
278,615,_Textformen & feste Rubriken,Themenvorschau,,,Themenvorschau
279,616,_Länder,Europa,Malta,,Malta
280,617,_Länder,Afrika,Algerien,,Algerien
281,619,_Länder,Europa,Bulgarien,,Bulgarien
282,620,_Personen,Rafael Nadal,,,Rafael Nadal
283,621,_Personen,Sam Keller,,,Sam Keller
284,623,Kultur,Poetry Slam,,,Poetry Slam
285,624,Umwelt & Natur,Weltraum,,,Weltraum
286,627,Wirtschaft,Landwirtschaft,,,Landwirtschaft
287,630,_Textformen & feste Rubriken,Quartierporträt,,,Quartierporträt
288,631,_Zeitgeschichte,Wahlen BS 2012,,,Wahlen BS 2012
